Nacionalna šifra zdravila;Ime zdravila;ATC;Naziv ATC;Lista;Omejitev predpisovanja in izdajanja v breme javnih sredstev;Datum prièetka veljavnosti
146856;Trulicity 1,5 mg razt.za inj.peresnik 2x;/;-;V*;1. Za bolnike s sladkorno boleznijo tipa 2 ob maksimalnih odmerkih dvotirne peroralne terapije, ki imajo indeks telesne mase enak ali višji od 35 kg/m2. le, èe je prišlo do znižanja glikiranega hemoglobina za veè kot eno odstotno toèko v 6 mesecih po uvedbi zdravljenja. 2. Za bolnike, ki jim je potrebno zdravljenje z inzulinom odložiti zaradi narave poklicnega dela.;1.4.2016
146881;ABASAGLAR 100 enot/ml razt.za inj. peresnik 10x;A10AE04;insulin glargin;PC100*;Le za bolnike s sladkorno boleznijo, ki imajo pogoste hipoglikemije ob zdravljenju z bazalnim humanim inzulinom ali detemirom.;1.4.2016
146882;Harvoni 90 mg/400 mg film.obl.tbl. 28x;/;-;P100*;Za zdravljenje kroniène okužbe s hepatitisom C pri odraslih bolnikih s kompenzirano jetrno boleznijo. Zdravilo sme indicirati le pooblašèeni specialist.;27.8.2015
146883;ReFacto AF 250 i.e. prašek za razt.za inj. brizga 1x;B02BD02;koagulacijski faktor VIII;P100*;Za zdravljenje in prepreèevanje krvavitev pri bolnikih s hemofilijo A. Zdravilo lahko predpisujejo na recept le pooblašèeni zdravniki.;3.3.2016
146884;ReFacto AF 500 i.e. prašek za razt.za inj. brizga 1x;B02BD02;koagulacijski faktor VIII;P100*;Za zdravljenje in prepreèevanje krvavitev pri bolnikih s hemofilijo A. Zdravilo lahko predpisujejo na recept le pooblašèeni zdravniki.;3.3.2016
146885;ReFacto AF 1000 i.e. prašek za razt.za inj. brizga 1x;B02BD02;koagulacijski faktor VIII;P100*;Za zdravljenje in prepreèevanje krvavitev pri bolnikih s hemofilijo A. Zdravilo lahko predpisujejo na recept le pooblašèeni zdravniki.;3.3.2016
146886;ReFacto AF 2000 i.e. prašek za razt.za inj. brizga 1x;B02BD02;koagulacijski faktor VIII;P100*;Za zdravljenje in prepreèevanje krvavitev pri bolnikih s hemofilijo A. Zdravilo lahko predpisujejo na recept le pooblašèeni zdravniki.;3.3.2016
146900;Perodilam 10 mg/10 mg tbl. 30x;C09BB04;perindopril in amlodipin;VC;;27.5.2016
146901;Perodilam 10 mg/5 mg tbl. 30x;C09BB04;perindopril in amlodipin;VC;;27.5.2016
146902;Perodilam 5 mg/10 mg tbl. 30x;C09BB04;perindopril in amlodipin;VC;;27.5.2016
146903;Perodilam 5 mg/5 mg tbl. 30x;C09BB04;perindopril in amlodipin;VC;;27.5.2016
146904;Sivextro 200 mg film.obl.tbl. 6x;/;-;P70*;Predpisovanje omejeno na infektologa kot nadaljevanje bolnišniènega zdravljenja.;25.4.2016
146906;Copaxone 40 mg/ml razt.za inj. brizga 12x;L03AX13;glatiramer acetat;P100*;Zdravilo prvega reda za zdravljenje bolnikov z multiplo sklerozo na podlagi pisnega mnenja Nevrološkega konzilija UKC Ljubljana ali UKC Maribor.;5.2.2016
146907;Sevelamer Teva 800 mg film.obl.tbl. 180x;V03AE02;sevelamer;PC70*;Za bolnike na dializi, ki imajo kljub ustrezni dieti, dializi in zdravljenju z drugimi fosfatnimi vezalci, plazemsko koncentracijo fosfata veè kot 1,8 mmol/L in vrednost korigiranega kalcija veè kot 2,54 mmol/L, ali pa hude kalcifikacije v žilah in mehkih tkivih.;27.5.2016
146919;Budezonid Ferring 9 mg tbl.s podaljš.sprošè. 30x;A07EA06;budezonid;P70;;25.4.2016
146921;Dulsevia 30 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;PC70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;27.5.2016
146922;Dulsevia 60 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;PC70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;27.5.2016
146943;Kalydeco 150 mg film.obl.tbl. 56x;R07AX02;ivakaftor;P70*;Za bolnike s cistièno fibrozo z mutacijo G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N ali S549R, le na osnovi mnenja Multidisciplinarnega tima za cistièno fibrozo.;1.4.2016
146947;Toujeo 300 enot/ml razt.za inj.peresnik 3x;A10AE04;insulin glargin;P100*;Le za bolnike s sladkorno boleznijo, ki imajo pogoste hipoglikemije ob zdravljenju z bazalnim humanim inzulinom ali detemirom ali glarginom.;5.2.2016
146986;Synjardy 5 mg/850 mg film.obl.tbl. 60x;/;-;P100*;Za zdravljenje sladkorne bolezni tipa 2 le v: a) trotirnem zdravljenju z optimalnimi odmerki sulfonilseènine/repaglinida, kadar imata bolnik ali zdravnik zadržek za zdravljenje z inzulinom. b) kombinaciji z inzulinom. Samo na osnovi izvida iz diabetološke ambulante s priporoèilom za predpis zdravila.;1.4.2016
146987;Synjardy 5 mg/1000 mg film.obl.tbl. 60x;/;-;P100*;Za zdravljenje sladkorne bolezni tipa 2 le v: a) trotirnem zdravljenju z optimalnimi odmerki sulfonilseènine/repaglinida, kadar imata bolnik ali zdravnik zadržek za zdravljenje z inzulinom. b) kombinaciji z inzulinom. Samo na osnovi izvida iz diabetološke ambulante s priporoèilom za predpis zdravila.;1.4.2016
146988;Synjardy 12,5 mg/850 mg film.obl.tbl. 60x;/;-;P100*;Za zdravljenje sladkorne bolezni tipa 2 le v: a) trotirnem zdravljenju z optimalnimi odmerki sulfonilseènine/repaglinida, kadar imata bolnik ali zdravnik zadržek za zdravljenje z inzulinom. b) kombinaciji z inzulinom. Samo na osnovi izvida iz diabetološke ambulante s priporoèilom za predpis zdravila.;1.4.2016
146989;Synjardy 12,5 mg/1000 mg film.obl.tbl. 60x;/;-;P100*;Za zdravljenje sladkorne bolezni tipa 2 le v: a) trotirnem zdravljenju z optimalnimi odmerki sulfonilseènine/repaglinida, kadar imata bolnik ali zdravnik zadržek za zdravljenje z inzulinom. b) kombinaciji z inzulinom. Samo na osnovi izvida iz diabetološke ambulante s priporoèilom za predpis zdravila.;1.4.2016
146992;Aripiprazol Teva 10 mg tbl. 28x;N05AX12;aripiprazol;PC100;;27.5.2016
146993;Aripiprazol Teva 15 mg tbl. 28x;N05AX12;aripiprazol;PC100;;27.5.2016
147020;Pregabalin Sandoz GmbH 25 mg trda kaps. 56x;N03AX16;pregabalin;PC70*;Le za dodatno zdravljenje epilepsije.;27.5.2016
147021;Pregabalin Sandoz GmbH 75 mg trda kaps. 56x;N03AX16;pregabalin;PC70*;Le za dodatno zdravljenje epilepsije.;27.5.2016
147022;Pregabalin Sandoz GmbH  150 mg trda kaps. 56x;N03AX16;pregabalin;PC70*;Le za dodatno zdravljenje epilepsije.;27.5.2016
147023;Pregabalin Sandoz GmbH 300 mg trda kaps. 56x;N03AX16;pregabalin;PC70*;Le za dodatno zdravljenje epilepsije.;27.5.2016
147057;Betaklav 875 mg/125 mg film.obl.tbl. 10x;J01CR02;amoksicilin in zaviralci laktamaz beta;PC70*;Zdravila ni dovoljeno predpisovati za okužbe, povzroèene s piogenim streptokokom (angina, skarlatina, šen, impetigo).;27.5.2016
147075;Cutticom 1 mg/g krema 50 g;D07AC13;mometazon;PC70;;27.5.2016
147076;Cutticom 1 mg/g mazilo 50 g;D07AC13;mometazon;PC70;;27.5.2016
147080;SOMAVERT 25 mg prašek za razt.za inj. viala 1x;H01AX01;pegvisomant;P70;;3.3.2016
147082;SOMAVERT 30 mg prašek za razt.za inj. viala 1x;H01AX01;pegvisomant;P70;;3.3.2016
147086;Loquen SR 150 mg tbl. s podaljš.sprošè. 60x;N05AH04;kvetiapin;P100;;30.5.2016
147099;Rosmela 10 mg/5 mg film.obl.tbl. 30x;C10BX09;rosuvastatin in amlodipin;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147103;Rosmela 15 mg/5 mg film.obl.tbl. 30x;C10BX09;rosuvastatin in amlodipin;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147107;Rosmela 20 mg/5 mg film.obl.tbl. 30x;C10BX09;rosuvastatin in amlodipin;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147109;Rosmela 20 mg/10 mg film.obl.tbl. 30x;C10BX09;rosuvastatin in amlodipin;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147112;BELODERM 0,5 mg/g krema 1000 g;D07AC01;betametazon;PC70;;27.5.2016
147114;Aripiprazol Sandoz 10 mg tbl. 28x;N05AX12;aripiprazol;PC100;;27.5.2016
147115;Aripiprazol Sandoz 15 mg tbl. 28x;N05AX12;aripiprazol;PC100;;27.5.2016
147152;Valganciklovir Stada 450 mg film.obl.tbl. 60x;J05AB14;valganciklovir;P100;;1.4.2016
147224;Levodopa/karbidopa/entakapon Teva 50 mg/12,5 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147225;Levodopa/karbidopa/entakapon Teva 75 mg/18,75 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147226;Levodopa/karbidopa/entakapon Teva 100 mg/25 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147227;Levodopa/karbidopa/entakapon Teva 125 mg/31,25 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147228;Levodopa/karbidopa/entakapon Teva 150 mg/37,5 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147229;Levodopa/karbidopa/entakapon Teva 200 mg/50 mg/200 mg film.obl.tbl. 30x;N04BA03;levodopa, zaviralec dekarboksilaze in zaviralec COMT;P70;;1.4.2016
147231;NovoRapid PumpCart 100 enot/ml razt.za inj.vložek 5x;A10AB05;insulin aspart;P100;;3.3.2016
147254;Duloksetin Mylan 30 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;P70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;30.5.2016
147255;Duloksetin Mylan 60 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;P70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;30.5.2016
147272;Statriam 10 mg/5 mg/5 mg film.obl.tbl. 30x;;;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147273;Statriam 20 mg/5 mg/5 mg film.obl.tbl. 30x;;;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147274;Statriam 20 mg/10 mg/5 mg film.obl.tbl. 30x;;;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147275;Statriam 20 mg/10 mg/10 mg film.obl.tbl. 30x;;;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147276;Statriam 40 mg/10 mg/10 mg film.obl.tbl. 30x;;;VC*;Za bolnike z arterijsko hipertenzijo in sekundarno preventivo kardiovaskularnih bolezni ob zvišanih vrednostih skupnega holesterola (>4,5 mmol/l) in LDL holesterola (> 2,5 mmol/l). za bolnike z arterijsko hipertenzijo in primarno preventivo v primerih zvišane celotne koronarne ogroženosti > 20% v 10 letih, èe so vrednosti skupnega holesterola >5,0 mmol/l in LDL holesterola >3,0 mmol/l ter za osebe, ki imajo arterijsko hipertenzijo in družinsko hiperholesterolemijo.;27.5.2016
147287;Duloksetin Teva 30 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;P70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;3.3.2016
147288;Duloksetin Teva 60 mg trde gastrorezist.kaps. 28x;N06AX21;duloksetin;P70*;1. Za zdravljenje velikih depresivnih epizod, kadar zdravljenje z zaviralci privzema serotonina v trajanju 4 mesecev ni uèinkovito. 2. Za zdravljenje boleèine diabetiène periferne nevropatije pri odraslih.;3.3.2016
147289;Ecytara 10 mg film.obl.tbl. 84x;N06AB10;escitalopram;P70;;1.4.2016
147325;Ospamox 500 mg/5 ml prašek za peroral.susp. steklenica 100 ml 1x;J01CA04;amoksicilin;P70;;1.4.2016
147415;Linezolid Krka 600 mg film.obl.tbl. 10x;J01XX08;linezolid;P70*;Predpisovanje omejeno na infektologa kot nadaljevanje bolnišniènega zdravljenja.;25.4.2016
160006;HOM 2 secunda prašek 500 g;V06C;Hranila za otroke;P100*;Dietna prehrana za bolnike s homocistinurijo, le na osnovi mnenja kolegija Pediatriène klinike UKC Ljubljana ali konzilija Kliniènega oddelka za pediatrijo UKC Maribor.;18.7.2012
160010;Neocate LCP ploèevinka 400 g;V06DF;Mleèni nadomestki;VC*;Za dietno prehrano otrok do 12 meseca starosti s hudimi alergijami in drugimi težkimi oblikami intolerance na hrano. le na osnovi mnenja kolegija Pediatriène klinike UKC Ljubljana ali konzilija Kliniènega oddelka za pediatrijo UKC Maribor.;24.6.2014
160023;Neocate Advance VREÈKA 100 g 10x;V06DF;Mleèni nadomestki;VC*;Za dietno prehrano otrok od 1. do 15. leta starosti s hudimi alergijami in drugimi težkimi oblikami intolerance na hrano. le na osnovi mnenja kolegija Pediatriène klinike UKC Ljubljana ali konzilija Kliniènega oddelka za pediatrijo UKC Maribor.;24.6.2014
160037;FortiCare okus kapuèino plastenka 125 ml 4x;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Le za ambulantno zdravljene bolnike z rakasto kaheksijo:- na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke z rakasto kaheksijo, na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke ali pediatra ustrezne specialnosti, za obdobje, navedeno v izvidu.;23.2.2015
160040;FortiCare okus ingver/breskev plastenka 125 ml 4x;V06DB;Mašèobe, ogljikovi hidrati, proteini, minerali in vitamini, kombinacije;VC*;1. Le za ambulantno zdravljene bolnike z rakasto kaheksijo:- na podlagi Priporoèil za prehransko obravnavo bolnikov, objavljenih na spletnem naslovu: (http://www.mz.gov.si/fileadmin/mz.gov.si/pageuploads/javno_zdravje_09/Priporocila_za_prehransko_obravnavo_bolnikov.pdf), kadar zdravnik specialist ustrezne kliniène stroke v navedenih indikacijah, na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralen vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. 2. Za ambulantno zdravljene otroke z rakasto kaheksijo, na osnovi izvida pediatra ustrezne specialnosti Pediatriène klinike UKC Ljubljana ali Kliniènega oddelka za pediatrijo UKC Maribor, kadar pediater ustrezne specialnosti na osnovi v medicinski dokumentaciji dokumentirane strokovne prehranske obravnave ugotovi, da bolnik potrebuje dodaten enteralni vnos hranil zaradi beljakovinsko energijske podhranjenosti ali kaheksije, ker vnosa energije in posameznih hranil ni mogoèe zagotoviti z normalno prehrano. Po treh mesecih od uvedbe enteralne prehrane je potrebno opraviti ponovno prehransko obravnavo pri specialistu ustrezne kliniène stroke oz. pediatru ustrezne specialnosti, ki v novem izvidu, èe je prehranska podpora še potrebna, opredeli obdobje do naslednje prehranske obravnave. Osebni zdravnik lahko predpisuje enteralno prehrano na recept na podlagi izvida specialista ustrezne kliniène stroke ali pediatra ustrezne specialnosti, za obdobje, navedeno v izvidu.;23.2.2015
